Code
3IN.L
FOUR.L
ASL.L
ABDN.L
APEO.L
ATST.L
ATT.L
AO.L
APAX.L
ASCL.L
ASHM.L
DGN.L
AGR.L
AML.L
ATG.L
AGT.L
BAB.L
BGFD.L
USA.L
BAKK.L
BCPT.L
BBY.L
BCG.L
BNKR.L
BGEO.L
BAG.L
BBGI.L
AJB.L
BBH.L
BWY.L
BHMG.L
BYG.L
BRGE.L
BRSC.L
THRG.L
BRWM.L
BSIF.L
BOY.L
BREE.L
BPT.L
BLND.L
BVIC.L
BYIT.L
CCR.L
CLDN.L
CGT.L
CCL.L
CEY.L
CHG.L
CTY.L
CKN.L
CBG.L
CMCX.L
COA.L
CCC.L
CWK.L
CRST.L
CURY.L
DARK.L
DLN.L
DLG.L
DSCV.L
DEC.L
DOM.L
DWL.L
DRX.L
DOCS.L
DNLM.L
EDIN.L
EWI.L
ELM.L
ESP.L
EDV.L
ENOG.L
ESNT.L
EOT.L
ESCT.L
FXPO.L
FCSS.L
FEML.L
FEV.L
FSV.L
FGT.L
FGP.L
FSG.L
FSFL.L
FUTR.L
GAW.L
GCP.L
GEN.L
GNS.L
GSCT.L
GFTU.L
GRI.L
GPE.L
UKW.L
GRG.L
HMSO.L
HBR.L
HVPE.L
HL.L
HAS.L
HTWS.L
HSL.L
HRI.L
HGT.L
HICL.L
HILS.L
HFG.L
SONG.L
HSX.L
HOC.L
BOWL.L
HTG.L
IBST.L
ICGT.L
IGG.L
IEM.L
INCH.L
INDV.L
IHP.L
IDS.L
INPP.L
INVP.L
IPO.L
ITH.L
ITV.L
IWG.L
JLEN.L
JMAT.L
JAM.L
JMG.L
JEDT.L
JGGI.L
JII.L
JFJ.L
JTC.L
JUP.L
JUST.L
KNOS.L
KLR.L
KIE.L
LRE.L
LWDB.L
LMP.L
EMG.L
MSLH.L
MEGP.L
MRC.L
MRCH.L
MAB.L
MTO.L
MCG.L
MONY.L
MNKS.L
MOON.L
MGAM.L
MGNS.L
MUT.L
MYI.L
NBPE.L
NETW.L
NESF.L
N91.L
NAS.L
ORIT.L
OSB.L
OXIG.L
PHI.L
PAGE.L
PIN.L
PAG.L
PNN.L
PNL.L
PHLL.L
PETS.L
PTEC.L
PLUS.L
PCT.L
PPH.L
PFD.L
PHP.L
PRTC.L
PZC.L
QQ.L
QLT.L
RAT.L
REDD.L
RDW.L
RSW.L
RHIM.L
RCP.L
ROR.L
RICA.L
SAFE.L
SVS.L
SDP.L
SOI.L
SAIN.L
SEIT.L
SNR.L
SEQI.L
SRP.L
SHC.L
SRE.L
SSON.L
SCT.L
SXS.L
SPI.L
SPT.L
SSPG.L
STEM.L
SUPR.L
SYNC.L
THRL.L
TATE.L
TBCG.L
TEP.L
TMPL.L
TEM.L
TRIG.L
TIFS.L
TCAP.L
TRN.L
TPK.L
BBOX.L
EBOX.L
TRY.L
TRST.L
TUI.L
TFIF.L
TYMN.L
UKCM.L
SHED.L
VSVS.L
VCT.L
VEIL.L
VOF.L
VMUK.L
VTY.L
FAN.L
WPS.L
WOSG.L
JDW.L
SMWH.L
WTAN.L
WIZZ.L
WG.L
WKP.L
WWH.L
