Date,Open,High,Low,Close,Adj Close,Volume
2013-01-02,131.9375,132.234375,131.890625,132.140625,132.140625,751382
2013-01-03,132.125,132.25,131.5,131.625,131.625,1192256
2013-01-04,131.484375,131.640625,131.125,131.515625,131.515625,1549140
2013-01-07,131.546875,131.765625,131.5,131.578125,131.578125,680445
2013-01-08,131.625,131.90625,131.546875,131.859375,131.859375,829629
2013-01-09,131.8125,132.125,131.671875,132.0625,132.0625,967862
2013-01-10,132.0,132.0,131.609375,131.71875,131.71875,1291330
2013-01-11,131.6875,132.015625,131.453125,131.90625,131.90625,1117422
2013-01-14,131.90625,132.234375,131.859375,132.03125,132.03125,787313
2013-01-15,132.09375,132.40625,132.03125,132.265625,132.265625,1064919
2013-01-16,132.203125,132.46875,132.171875,132.296875,132.296875,798163
2013-01-17,132.3125,132.484375,131.75,131.875,131.875,1294206
2013-01-18,131.828125,132.234375,131.6875,132.140625,132.140625,968424
2013-01-22,132.125,132.34375,131.875,132.265625,132.265625,1136588
2013-01-23,132.203125,132.46875,132.15625,132.296875,132.296875,746276
2013-01-24,132.375,132.546875,131.984375,132.234375,132.234375,1422090
2013-01-25,132.171875,132.1875,131.34375,131.40625,131.40625,1664859
2013-01-28,131.359375,131.515625,130.9375,131.21875,131.21875,1522995
2013-01-29,131.296875,131.484375,131.109375,131.21875,131.21875,1343915
2013-01-30,131.125,131.4375,130.9375,131.1875,131.1875,1973992
2013-01-31,131.25,131.5625,131.140625,131.28125,131.28125,1488891
2013-02-01,131.21875,131.828125,130.9375,131.125,131.125,2324439
2013-02-04,131.0,131.6875,130.71875,131.5,131.5,1696401
2013-02-05,131.609375,131.65625,131.125,131.21875,131.21875,1204324
2013-02-06,131.3125,131.65625,131.234375,131.609375,131.609375,1326799
2013-02-07,131.625,131.921875,131.375,131.75,131.75,1497021
2013-02-08,131.6875,131.890625,131.40625,131.734375,131.734375,1128456
2013-02-11,131.703125,131.78125,131.5,131.6875,131.6875,717561
2013-02-12,131.59375,131.703125,131.375,131.4375,131.4375,890408
2013-02-13,131.46875,131.53125,131.015625,131.15625,131.15625,1313332
2013-02-14,131.078125,131.59375,131.015625,131.5625,131.5625,1447780
2013-02-15,131.53125,131.734375,131.265625,131.53125,131.53125,1077288
2013-02-19,131.5,131.671875,131.296875,131.34375,131.34375,1036536
2013-02-20,131.328125,131.578125,131.15625,131.46875,131.46875,1462435
2013-02-21,131.546875,131.984375,131.453125,131.796875,131.796875,1567610
2013-02-22,131.796875,131.96875,131.625,131.90625,131.90625,1539989
2013-02-25,131.859375,132.765625,131.640625,132.5,132.5,2578982
2013-02-26,132.703125,132.953125,132.484375,132.671875,132.671875,2706174
2013-02-27,132.625,132.984375,132.53125,132.578125,132.578125,1808848
2013-02-28,132.59375,132.875,132.578125,132.703125,132.703125,475415
2013-03-01,132.765625,133.046875,132.734375,132.921875,132.921875,201578
2013-03-04,133.03125,133.140625,132.765625,132.78125,132.78125,80408
2013-03-05,132.8125,132.875,132.546875,132.6875,132.6875,61917
2013-03-06,132.671875,132.6875,132.3125,132.390625,132.390625,60634
2013-03-07,132.421875,132.5,131.90625,131.9375,131.9375,87376
2013-03-08,131.921875,131.953125,131.25,131.46875,131.46875,45062
2013-03-11,131.5,131.609375,131.359375,131.484375,131.484375,25734
2013-03-12,131.453125,131.796875,131.359375,131.734375,131.734375,30754
2013-03-13,131.734375,131.890625,131.5,131.71875,131.71875,30548
2013-03-14,131.609375,131.8125,131.375,131.734375,131.734375,15842
2013-03-15,131.78125,132.21875,131.65625,132.140625,132.140625,39318
2013-03-18,132.640625,132.875,132.375,132.4375,132.4375,20652
2013-03-19,132.421875,132.875,132.34375,132.796875,132.796875,1574433
2013-03-20,131.609375,131.75,131.1875,131.390625,131.390625,1086953
2013-03-21,131.21875,131.546875,131.15625,131.40625,131.40625,1119880
2013-03-22,131.53125,131.671875,131.265625,131.515625,131.515625,1010111
2013-03-25,131.453125,131.75,131.09375,131.578125,131.578125,1356646
2013-03-26,131.515625,131.734375,131.3125,131.703125,131.703125,1122865
2013-03-27,131.671875,132.3125,131.59375,132.125,132.125,1361486
2013-03-28,132.125,132.34375,131.890625,131.984375,131.984375,1119537
2013-04-01,131.734375,132.25,131.734375,132.125,132.125,511658
2013-04-02,132.1875,132.25,131.90625,131.984375,131.984375,892169
2013-04-03,132.0,132.53125,131.828125,132.40625,132.40625,1314995
2013-04-04,132.453125,132.875,132.328125,132.84375,132.84375,1620438
2013-04-05,132.8125,133.359375,132.640625,133.15625,133.15625,1580756
2013-04-08,133.0625,133.171875,132.734375,132.859375,132.859375,1005707
2013-04-09,132.765625,133.015625,132.671875,132.8125,132.8125,1012488
2013-04-10,132.8125,132.859375,132.34375,132.421875,132.421875,1279043
2013-04-11,132.421875,132.65625,132.328125,132.546875,132.546875,1069875
2013-04-12,132.546875,133.03125,132.515625,132.984375,132.984375,1055008
2013-04-15,133.0,133.28125,132.875,133.046875,133.046875,1266624
2013-04-16,133.203125,133.265625,132.796875,132.953125,132.953125,1008711
2013-04-17,132.90625,133.296875,132.828125,133.0625,133.0625,1223430
2013-04-18,133.09375,133.234375,132.9375,133.140625,133.140625,1150376
2013-04-19,133.109375,133.125,132.90625,133.0,133.0,878731
